MoA	cmap_name	inchi_key	pert_id	target
N-type calcium channel blocker	Z160	VCPMZDWBEWTGNW-UHFFFAOYSA-N	BRD-K16037980	CACNA1B
Prostanoid receptor antagonist	salicylic-acid	YGSDEFSMJLZEOE-UHFFFAOYSA-N	BRD-K93632104	PTGS1
Purinergic receptor antagonist	PIT	LXEZPPZLNVOLDI-UHFFFAOYSA-N	BRD-K43978949	P2RY1
Smoothened receptor antagonist	sonidegib	VZZJRYRQSPEMTK-CALCHBBNSA-N	BRD-K19796430	SMO
Nitric oxide synthase inhibitor	2-iminobiotin	WWVANQJRLPIHNS-ZKWXMUAHSA-N	BRD-K07954936	NOS1
Nitric oxide synthase inhibitor	2-iminobiotin	WWVANQJRLPIHNS-ZKWXMUAHSA-N	BRD-K07954936	NOS2
Adenosylhomocysteinase inhibitor	3-deazaadenosine	DBZQFUNLCALWDY-JXACCQRMSA-N	BRD-A79431551	AHCY
Aldehyde dehydrogenase activator	alda-1	NMKJFZCBCIUYHI-UHFFFAOYSA-N	BRD-K06890060	ALDH2
Acetylcholine receptor antagonist	methscopolamine	LZCOQTDXKCNBEE-IKIFYQGPSA-N	BRD-K48619321	CHRM1
Acetylcholine receptor antagonist	methscopolamine	LZCOQTDXKCNBEE-IKIFYQGPSA-N	BRD-K48619321	CHRM2
Acetylcholine receptor antagonist	methscopolamine	LZCOQTDXKCNBEE-IKIFYQGPSA-N	BRD-K48619321	CHRM3
Acetylcholine receptor antagonist	ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N	BRD-A47449001	CHRM1
Acetylcholine receptor antagonist	ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N	BRD-A47449001	CHRM2
Acetylcholine receptor antagonist	ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N	BRD-A47449001	CHRM3
Acetylcholine receptor antagonist	ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N	BRD-A47449001	CHRM4
Acetylcholine receptor antagonist	rocuronium	YXRDKMPIGHSVRX-OOJCLDBCSA-N	BRD-K43305603	CHRNA2
Aryl hydrocarbon receptor agonist	ITE	KDDXOGDIPZSCTM-UHFFFAOYSA-N	BRD-K60298136	AHR
Dihydrofolate reductase inhibitor	methotrexate	FBOZXECLQNJBKD-UHFFFAOYSA-N	BRD-A55424491	DHFR
Fibroblast growth factor inhibitor	palomid-529	YEAHTLOYHVWAKW-UHFFFAOYSA-N	BRD-A50998626	MTOR
Aryl hydrocarbon receptor antagonist	stemregenin-1	BGFHMYJZJZLMHW-UHFFFAOYSA-N	BRD-K36739687	AHR
Histone lysine demethylase inhibitor	JIB04	YHHFKWKMXWRVTJ-OQKWZONESA-N	BRD-K76180386	KDM4E
Kinesin-like spindle protein inhibitor	K-858	JEFVYQYZCAVNTP-UHFFFAOYSA-N	BRD-A67748489	KIF11
Sphingosine N acyltransferase inhibitor	fumonisin-b1	UVBUBMSSQKOIBE-YPCSWJJOSA-N	BRD-A63646118	CERS1
Phosphoinositide dependent kinase inhibitor	KIN001-244	AHMXYULEXZAPCS-VWLOTQADSA-N	BRD-K09186807	PDPK1
Steroid	clocortolone-pivalate	SXYZQZLHAIHKKY-GSTUPEFVSA-N	BRD-K38003476	NR3C1
Diuretic	chlorothiazide	JBMKAUGHUNFTOL-UHFFFAOYSA-N	BRD-K88682005	SLC12A3
Diuretic	chlorothiazide	JBMKAUGHUNFTOL-UHFFFAOYSA-N	BRD-K88682005	CA2
Diuretic	furosemide	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	BRD-K78010432	SLC12A1
Diuretic	furosemide	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	BRD-K78010432	SLC12A2
Antiviral	ribavirin	IWUCXVSUMQZMFG-AFCXAGJDSA-N	BRD-K60369935	IMPDH1
Antiviral	ribavirin	IWUCXVSUMQZMFG-DJSMDIAISA-N	BRD-K94397152	IMPDH1
Antiviral	ribavirin	IWUCXVSUMQZMFG-UHFFFAOYSA-N	BRD-A96255180	IMPDH1
Antiviral	vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N	BRD-K72093121	ADA
Bile acid	taurocholic-acid	WBWWGRHZICKQGZ-IECFWMJSSA-N	BRD-K81062487	CEL
Bile acid	cholic-acid	BHQCQFFYRZLCQQ-OELDTZBJSA-N	BRD-K43164539	CES1
Bile acid	cholic-acid	BHQCQFFYRZLCQQ-OELDTZBJSA-N	BRD-K43164539	FECH
Bile acid	cholic-acid	BHQCQFFYRZLCQQ-OELDTZBJSA-N	BRD-K43164539	PLA2G1B
Vitamin B	cyanocobalamin	FMCRMSOQAVOHRD-SBGISONWSA-M	BRD-A97502381	MMUT
Vitamin B	cyanocobalamin	RMRCNWBMXRMIRW-WDJKBINPSA-M	BRD-A31836915	MMUT
Vitamin B	niacin	PVNIIMVLHYAWGP-UHFFFAOYSA-N	BRD-K60237333	HCAR2
Vitamin B	niacin	PVNIIMVLHYAWGP-UHFFFAOYSA-N	BRD-K60237333	HCAR3
Vitamin B	niacin	UZERZZRWECLIKE-UHFFFAOYSA-N	BRD-K61993165	HCAR2
Vitamin B	niacin	UZERZZRWECLIKE-UHFFFAOYSA-N	BRD-K61993165	HCAR3
Vitamin B	thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N	BRD-K95785345	SLC19A2
Anti-HCVE2	metitepine	RLJFTICUTYVZDG-UHFFFAOYSA-N	BRD-A07932845	HTR5A
Anti-HCVE2	metitepine	RLJFTICUTYVZDG-UHFFFAOYSA-N	BRD-A07932845	HTR6
Anti-HCVE2	metitepine	RLJFTICUTYVZDG-UHFFFAOYSA-N	BRD-A07932845	HTR7
Antioxidant	ascorbic-acid	CYJPUZLKFAUFHF-YIXKLDTESA-N	BRD-A79237180	SLC23A1
Antioxidant	ascorbic-acid	KRGQEOSDQHTZMX-UHFFFAOYSA-N	BRD-A10386413	SLC23A1
Antioxidant	benfotiamine	BTNNPSLJPBRMLZ-UHFFFAOYSA-N	BRD-K02571615	AGER
Antioxidant	rutin	IKGXIBQEEMLURG-NVPNHPEKSA-N	BRD-K20482099	AKR1C3
Antioxidant	rutin	IKGXIBQEEMLURG-KUKMIBIMSA-N	BRD-A76747559	AKR1C3
Antioxidant	rutin	IKGXIBQEEMLURG-UHFFFAOYSA-N	BRD-A34907681	AKR1C3
FXR agonist	farnesol	CRDAMVZIKSXKFV-YFVJMOTDSA-N	BRD-K24656285	MAOB
FXR agonist	fexaramine	VLQTUNDJHLEFEQ-UHFFFAOYSA-N	BRD-K34170797	NR1H4
FXR agonist	GW-4064	BYTNEISLBIENSA-MDZDMXLPSA-N	BRD-K88186167	NR1H4
FXR agonist	GW-4064	BYTNEISLBIENSA-UHFFFAOYSA-N	BRD-K64245000	NR1H4
FXR agonist	SR-12813	YQLJDECYQDRSBI-UHFFFAOYSA-N	BRD-K67097529	NR1I2
FXR agonist	WAY-362450	INASOKQDNHHMRE-UHFFFAOYSA-N	BRD-K54640016	NR1H4
GSP agonist	KU-C103871	LULUFYSNKNUYNX-UHFFFAOYSA-N	BRD-K51302260	SMAD3
LXR agonist	epoxycholesterol	OSENKJZWYQXHBN-XVYZBDJZSA-N	BRD-K61480498	NR1H3
LXR agonist	epoxycholesterol	OSENKJZWYQXHBN-XVYZBDJZSA-N	BRD-K61480498	NR1H2
LXR agonist	GW-3965	NAXSRXHZFIBFMI-UHFFFAOYSA-N	BRD-K33818169	NR1H3
LXR agonist	GW-3965	NAXSRXHZFIBFMI-UHFFFAOYSA-N	BRD-K33818169	NR1H2
LXR agonist	T-0901317	SGIWFELWJPNFDH-UHFFFAOYSA-N	BRD-K23383398	NR1H3
LXR agonist	T-0901317	SGIWFELWJPNFDH-UHFFFAOYSA-N	BRD-K23383398	NR1H2
PAR agonist	AC-264613	RQKXQCSEZPQBNZ-QSBCOWLBSA-N	BRD-K81548480	F2RL1
TLR agonist	imiquimod	DOUYETYNHWVLEO-UHFFFAOYSA-N	BRD-K26657438	TLR7
TLR agonist	imiquimod	DOUYETYNHWVLEO-UHFFFAOYSA-N	BRD-K26657438	TLR8
TLR agonist	RWJ-21757	VDCRFBBZFHHYGT-UHFFFAOYSA-N	BRD-A29437505	TLR7
Vasodilator	minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N	BRD-K06902185	ABCC9
Vasodilator	minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N	BRD-K06902185	KCNJ8
Vasodilator	minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N	BRD-K06902185	KCNJ11
Vasodilator	minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N	BRD-K14888893	ABCC9
Vasodilator	minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N	BRD-K14888893	KCNJ8
Vasodilator	minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N	BRD-K14888893	KCNJ11
AP inhibitor	T-5224	DALCQQSLNPLQFZ-UHFFFAOYSA-N	BRD-K84925803	JUN
M5 modulator	VU-0365114-2	SPBGRXOPAXZSER-UHFFFAOYSA-N	BRD-K37456065	CHRM5
Sulfonylurea	glibenclamide	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	BRD-K36927236	CFTR
Sulfonylurea	glibenclamide	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	BRD-K36927236	KCNJ5
Sulfonylurea	glibenclamide	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	BRD-K36927236	KCNJ8
Sulfonylurea	glibenclamide	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	BRD-K36927236	KCNJ11
Sulfonylurea	glibenclamide	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	BRD-K36927236	ABCC8
Sulfonylurea	glipizide	ZJJXGWJIGJFDTL-UHFFFAOYSA-N	BRD-K12219985	KCNJ11
Sulfonylurea	glipizide	ZJJXGWJIGJFDTL-UHFFFAOYSA-N	BRD-K12219985	ABCC8
Sulfonylurea	gliquidone	LLJFMFZYVVLQKT-UHFFFAOYSA-N	BRD-K80396088	ABCC8
TRPV agonist	arvanil	QVLMCRFQGHWOPM-ZKWNWVNESA-N	BRD-K34092021	CNR1
TRPV agonist	arvanil	QVLMCRFQGHWOPM-ZKWNWVNESA-N	BRD-K34092021	TRPV1
TRPV agonist	capsaicin	YKPUWZUDDOIDPM-VURMDHGXSA-N	BRD-K16336526	TRPV1
TRPV agonist	capsaicin	YKPUWZUDDOIDPM-SOFGYWHQSA-N	BRD-K50590187	TRPV1
TRPV agonist	capsazepine	DRCMAZOSEIMCHM-UHFFFAOYSA-N	BRD-K44849676	TRPV1
TRPV agonist	disulfiram	AUZONCFQVSMFAP-UHFFFAOYSA-N	BRD-K32744045	ALDH2
TRPV agonist	evodiamine	TXDUTHBFYKGSAH-UHFFFAOYSA-N	BRD-A68631409	TRPV1
TRPV agonist	icilin	RCEFMOGVOYEGJN-UHFFFAOYSA-N	BRD-K48869804	TRPM8
TRPV agonist	icilin	RCEFMOGVOYEGJN-UHFFFAOYSA-N	BRD-K48869804	TRPA1
TRPV agonist	olvanil	OPZKBPQVWDSATI-UHFFFAOYSA-N	BRD-K86958018	CNR1
TRPV agonist	olvanil	OPZKBPQVWDSATI-UHFFFAOYSA-N	BRD-K86958018	TRPV1
AGT inhibitor	lomeguatrib	JUJPKFNFCWJBCX-UHFFFAOYSA-N	BRD-K27955832	MGMT
ALK inhibitor	alectinib	KDGFLJKFZUIJMX-UHFFFAOYSA-N	BRD-K11267252	ALK
ALK inhibitor	CEP-37440	BCSHRERPHLTPEE-NRFANRHFSA-N	BRD-K72827473	ALK
ALK inhibitor	ceritinib	VERWOWGGCGHDQE-UHFFFAOYSA-N	BRD-K22149900	ALK
ALK inhibitor	crizotinib	KTEIFNKAUNYNJU-GFCCVEGCSA-N	BRD-K78431006	ALK
ALK inhibitor	crizotinib	KTEIFNKAUNYNJU-GFCCVEGCSA-N	BRD-K78431006	MET
ALK inhibitor	NVP-TAE684	QQWUGDVOUVUTOY-UHFFFAOYSA-N	BRD-K50140147	ALK
ALK inhibitor	SB-505124	WGZOTBUYUFBEPZ-UHFFFAOYSA-N	BRD-K40109029	TGFBR1
Akt inhibitor	pyrvinium-pamoate	JSZNAPGSRFTCQR-UHFFFAOYSA-N	BRD-K07103434	AR
Akt inhibitor	pyrvinium-pamoate	JSZNAPGSRFTCQR-UHFFFAOYSA-N	BRD-M86331534	AR
Akt inhibitor	10-DEBC	GYBXAGDWMCJZJK-UHFFFAOYSA-N	BRD-K70792160	PIM1
Akt inhibitor	BML-257	LFWGZXMTCUOPFI-UHFFFAOYSA-N	BRD-K32584078	AKT1
Akt inhibitor	GDC-0068	GRZXWCHAXNAUHY-AHRSYUTCSA-N	BRD-K71480163	AKT3
Akt inhibitor	GDC-0068	GRZXWCHAXNAUHY-AHRSYUTCSA-N	BRD-K71480163	AKT1
Akt inhibitor	GDC-0068	GRZXWCHAXNAUHY-AHRSYUTCSA-N	BRD-K71480163	AKT2
Akt inhibitor	GSK-690693	KGPGFQWBCSZGEL-ZDUSSCGKSA-N	BRD-K25325018	AKT3
Akt inhibitor	GSK-690693	KGPGFQWBCSZGEL-ZDUSSCGKSA-N	BRD-K25325018	AKT1
Akt inhibitor	GSK-690693	KGPGFQWBCSZGEL-ZDUSSCGKSA-N	BRD-K25325018	AKT2
Akt inhibitor	GSK-690693	KGPGFQWBCSZGEL-ZDUSSCGKSA-N	BRD-K25325018	PRKCQ
Akt inhibitor	GSK-690693	KGPGFQWBCSZGEL-UHFFFAOYSA-N	BRD-A87137733	AKT3
Akt inhibitor	GSK-690693	KGPGFQWBCSZGEL-UHFFFAOYSA-N	BRD-A87137733	AKT1
Akt inhibitor	GSK-690693	KGPGFQWBCSZGEL-UHFFFAOYSA-N	BRD-A87137733	AKT2
Akt inhibitor	GSK-690693	KGPGFQWBCSZGEL-UHFFFAOYSA-N	BRD-A87137733	PRKCQ
Akt inhibitor	MK-2206	ULDXWLCXEDXJGE-UHFFFAOYSA-N	BRD-K68065987	AKT1
Akt inhibitor	triciribine	HOGVTUZUJGHKPL-HTVVRFAVSA-N	BRD-K80431395	AKT3
Akt inhibitor	triciribine	HOGVTUZUJGHKPL-HTVVRFAVSA-N	BRD-K80431395	AKT1
Akt inhibitor	triciribine	HOGVTUZUJGHKPL-HTVVRFAVSA-N	BRD-K80431395	AKT2
Akt inhibitor	triciribine	HOGVTUZUJGHKPL-XVCUJNKASA-N	BRD-A11706664	AKT3
Akt inhibitor	triciribine	HOGVTUZUJGHKPL-XVCUJNKASA-N	BRD-A11706664	AKT1
Akt inhibitor	triciribine	HOGVTUZUJGHKPL-XVCUJNKASA-N	BRD-A11706664	AKT2
Akt inhibitor	triciribine	HOGVTUZUJGHKPL-UHFFFAOYSA-N	BRD-A42649439	AKT3
Akt inhibitor	triciribine	HOGVTUZUJGHKPL-UHFFFAOYSA-N	BRD-A42649439	AKT1
Akt inhibitor	triciribine	HOGVTUZUJGHKPL-UHFFFAOYSA-N	BRD-A42649439	AKT2
Antihistamine	antazoline	REYFJDPCWQRWAA-UHFFFAOYSA-N	BRD-K99300445	HRH1
Antihistamine	homochlorcyclizine	WEUCDJCFJHYFRL-UHFFFAOYSA-N	BRD-A22769835	HRH1
Antihistamine	hydroxyzine	ZQDWXGKKHFNSQK-UHFFFAOYSA-N	BRD-A62428732	HRH1
BCL inhibitor	ABT-737	HPLNQCPCUACXLM-PGUFJCEWSA-N	BRD-K56301217	BCL2
BCL inhibitor	ABT-737	HPLNQCPCUACXLM-PGUFJCEWSA-N	BRD-K56301217	BCL2L1
BCL inhibitor	ABT-737	HPLNQCPCUACXLM-PGUFJCEWSA-N	BRD-K56301217	BCL2L2
BCL inhibitor	BH3I-1	COHIEJLWRGREHV-XFFZJAGNSA-N	BRD-A38913120	BCL2L1
BCL inhibitor	BH3I-1	JZLLRVWRJBPACN-FLIBITNWSA-N	BRD-A71799696	BCL2L1
BCL inhibitor	BRD-K01265221	UJVSRUOVYSHYAG-UHFFFAOYSA-N	BRD-K01265221	BCL2
BCL inhibitor	gossypol	QBKSWRVVCFFDOT-UHFFFAOYSA-N	BRD-K19295594	MCL1
BCL inhibitor	gossypol	QBKSWRVVCFFDOT-UHFFFAOYSA-N	BRD-K19295594	BCL2
BCL inhibitor	gossypol	QBKSWRVVCFFDOT-UHFFFAOYSA-N	BRD-K19295594	BCL2L1
BCL inhibitor	HA-14-1	SXJDCULZDFWMJC-AAEUAGOBSA-N	BRD-K18163608	BCL2
BCL inhibitor	HA-14-1	SXJDCULZDFWMJC-UHFFFAOYSA-N	BRD-A13807286	BCL2
BCL inhibitor	navitoclax	JLYAXFNOILIKPP-KXQOOQHDSA-N	BRD-K82746043	BCL2
BCL inhibitor	navitoclax	JLYAXFNOILIKPP-KXQOOQHDSA-N	BRD-K82746043	BCL2L1
BCL inhibitor	navitoclax	JLYAXFNOILIKPP-KXQOOQHDSA-N	BRD-K82746043	BCL2L2
BCL inhibitor	obatoclax	RFTSSZJZXOSICM-GRSHGNNSSA-N	BRD-K15600710	BCL2
BCL inhibitor	TW-37	PQAPVTKIEGUPRN-UHFFFAOYSA-N	BRD-K28360340	MCL1
BCL inhibitor	TW-37	PQAPVTKIEGUPRN-UHFFFAOYSA-N	BRD-K28360340	BCL2
BCL inhibitor	TW-37	PQAPVTKIEGUPRN-UHFFFAOYSA-N	BRD-K28360340	BCL2L1
BTK inhibitor	AVL-292	KXBDTLQSDKGAEB-UHFFFAOYSA-N	BRD-K87782578	BTK
BTK inhibitor	CNX-774	VVLHQJDAUIPZFH-UHFFFAOYSA-N	BRD-K48443249	BTK
BTK inhibitor	GDC-0834	CDOOFZZILLRUQH-UHFFFAOYSA-N	BRD-A30984645	BTK
BTK inhibitor	ibrutinib	XYFPWWZEPKGCCK-UHFFFAOYSA-N	BRD-A35869383	BTK
BTK inhibitor	LFM-A13	BQLDGDMKDYAGNE-UHFFFAOYSA-N	BRD-A30655177	BTK
CDC inhibitor	KU-C103428N	YTYYWJOOCWVVKJ-UHFFFAOYSA-N	BRD-A82096673	NFE2
CDC inhibitor	NSC-663284	BMKPVDQDJQWBPD-UHFFFAOYSA-N	BRD-K03109492	CDC25A
CDC inhibitor	NSC-663284	BMKPVDQDJQWBPD-UHFFFAOYSA-N	BRD-K03109492	CDC25B
CDK inhibitor	NSC-693868	DWHVZCLBMTZRQM-UHFFFAOYSA-N	BRD-K87932577	CDK5
CDK inhibitor	NSC-693868	DWHVZCLBMTZRQM-UHFFFAOYSA-N	BRD-K87932577	GSK3A
CDK inhibitor	NSC-693868	DWHVZCLBMTZRQM-UHFFFAOYSA-N	BRD-K87932577	CDK1
CDK inhibitor	aloisine	PRIGRJPRGZCFAS-UHFFFAOYSA-N	BRD-K93658967	CDK2
CDK inhibitor	aloisine	WVMANZPBOBRWCB-UHFFFAOYSA-N	BRD-K51276371	CDK2
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	CDK2
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	CDK4
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	CDK5
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	CDK6
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	CDK7
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	CDK8
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	CDK9
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	EGFR
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	PYGM
CDK inhibitor	alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N	BRD-K87909389	CDK1
CDK inhibitor	aminopurvalanol-a	RAMROQQYRRQPDL-HNNXBMFYSA-N	BRD-K07762753	CDK2
CDK inhibitor	aminopurvalanol-a	RAMROQQYRRQPDL-HNNXBMFYSA-N	BRD-K07762753	CDK5
CDK inhibitor	aminopurvalanol-a	RAMROQQYRRQPDL-HNNXBMFYSA-N	BRD-K07762753	CDK1
CDK inhibitor	arcyriaflavin-a	KAJXOWFGKYKMMZ-UHFFFAOYSA-N	BRD-K72726508	CDK4
CDK inhibitor	arcyriaflavin-a	KAJXOWFGKYKMMZ-UHFFFAOYSA-N	BRD-K72726508	CCND1
CDK inhibitor	AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N	BRD-K13390322	CDK2
CDK inhibitor	AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N	BRD-K13390322	CDK4
CDK inhibitor	AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N	BRD-K13390322	CDK5
CDK inhibitor	AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N	BRD-K13390322	CDK6
CDK inhibitor	AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N	BRD-K13390322	CDK9
CDK inhibitor	AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N	BRD-K13390322	CDK1
CDK inhibitor	BML-259	IGRZXNLKVUEFDM-UHFFFAOYSA-N	BRD-K71799778	CDK2
CDK inhibitor	BML-259	IGRZXNLKVUEFDM-UHFFFAOYSA-N	BRD-K71799778	CDK5
CDK inhibitor	BMS-265246	SCFMWQIQBVZOQR-UHFFFAOYSA-N	BRD-K62814476	CDK2
CDK inhibitor	BMS-265246	SCFMWQIQBVZOQR-UHFFFAOYSA-N	BRD-K62814476	CDK1
CDK inhibitor	BMS-387032	OUSFTKFNBAZUKL-UHFFFAOYSA-N	BRD-K43389698	CDK2
CDK inhibitor	BMS-387032	OUSFTKFNBAZUKL-UHFFFAOYSA-N	BRD-K43389698	CDK7
CDK inhibitor	BMS-387032	OUSFTKFNBAZUKL-UHFFFAOYSA-N	BRD-K43389698	CDK9
CDK inhibitor	BRD-K71726959	WHDJEAZLMYPLGL-UHFFFAOYSA-N	BRD-K71726959	CDK5
CDK inhibitor	BRD-K71726959	WHDJEAZLMYPLGL-UHFFFAOYSA-N	BRD-K71726959	CDK1
CDK inhibitor	BS-181	DNYBIOICMDTDAP-UHFFFAOYSA-N	BRD-K31313613	CDK7
CDK inhibitor	CGP-60474	IYNDTACKOAXKBJ-UHFFFAOYSA-N	BRD-K79090631	CDK1
CDK inhibitor	dinaciclib	PIMQWRZWLQKKBJ-SFHVURJKSA-N	BRD-K13662825	CDK2
CDK inhibitor	dinaciclib	PIMQWRZWLQKKBJ-SFHVURJKSA-N	BRD-K13662825	CDK5
CDK inhibitor	dinaciclib	PIMQWRZWLQKKBJ-SFHVURJKSA-N	BRD-K13662825	CDK9
CDK inhibitor	dinaciclib	PIMQWRZWLQKKBJ-SFHVURJKSA-N	BRD-K13662825	CDK1
CDK inhibitor	indirubin	CRDNMYFJWFXOCH-YPKPFQOOSA-N	BRD-K17894950	CDK5
CDK inhibitor	indirubin	CRDNMYFJWFXOCH-YPKPFQOOSA-N	BRD-K17894950	GSK3A
CDK inhibitor	indirubin	CRDNMYFJWFXOCH-YPKPFQOOSA-N	BRD-K17894950	CDK1
CDK inhibitor	indirubin	HBDSHCUSXQATPO-UHFFFAOYSA-N	BRD-K53959060	CDK5
CDK inhibitor	indirubin	HBDSHCUSXQATPO-UHFFFAOYSA-N	BRD-K53959060	GSK3A
CDK inhibitor	indirubin	HBDSHCUSXQATPO-UHFFFAOYSA-N	BRD-K53959060	CDK1
CDK inhibitor	JNJ-7706621	KDKUVYLMPJIGKA-UHFFFAOYSA-N	BRD-K11636097	CDK2
CDK inhibitor	JNJ-7706621	KDKUVYLMPJIGKA-UHFFFAOYSA-N	BRD-K11636097	AURKA
CDK inhibitor	JNJ-7706621	KDKUVYLMPJIGKA-UHFFFAOYSA-N	BRD-K11636097	AURKB
CDK inhibitor	JNJ-7706621	KDKUVYLMPJIGKA-UHFFFAOYSA-N	BRD-K11636097	CDK1
CDK inhibitor	kenpaullone	QQUXFYAWXPMDOE-UHFFFAOYSA-N	BRD-K37312348	CDK5
CDK inhibitor	kenpaullone	QQUXFYAWXPMDOE-UHFFFAOYSA-N	BRD-K37312348	GSK3B
CDK inhibitor	kenpaullone	QQUXFYAWXPMDOE-UHFFFAOYSA-N	BRD-K37312348	CDK1
CDK inhibitor	NSC-693868	DWHVZCLBMTZRQM-UHFFFAOYSA-N	BRD-K31268420	CDK5
CDK inhibitor	NSC-693868	DWHVZCLBMTZRQM-UHFFFAOYSA-N	BRD-K31268420	GSK3A
CDK inhibitor	NSC-693868	DWHVZCLBMTZRQM-UHFFFAOYSA-N	BRD-K31268420	CDK1
CDK inhibitor	olomoucine	GTVPOLSIJWJJNY-UHFFFAOYSA-N	BRD-K82731415	CDK2
CDK inhibitor	olomoucine	GTVPOLSIJWJJNY-UHFFFAOYSA-N	BRD-K82731415	CDK5
CDK inhibitor	olomoucine	GTVPOLSIJWJJNY-UHFFFAOYSA-N	BRD-K82731415	CDK1
CDK inhibitor	palbociclib	AHJRHEGDXFFMBM-UHFFFAOYSA-N	BRD-K51313569	CDK4
CDK inhibitor	palbociclib	AHJRHEGDXFFMBM-UHFFFAOYSA-N	BRD-K51313569	CDK6
CDK inhibitor	PHA-793887	HUXYBQXJVXOMKX-UHFFFAOYSA-N	BRD-K64800655	CDK2
CDK inhibitor	PHA-793887	HUXYBQXJVXOMKX-UHFFFAOYSA-N	BRD-K64800655	CDK4
CDK inhibitor	PHA-793887	HUXYBQXJVXOMKX-UHFFFAOYSA-N	BRD-K64800655	CDK5
CDK inhibitor	PHA-793887	HUXYBQXJVXOMKX-UHFFFAOYSA-N	BRD-K64800655	CDK7
CDK inhibitor	PHA-793887	HUXYBQXJVXOMKX-UHFFFAOYSA-N	BRD-K64800655	CDK9
CDK inhibitor	PHA-793887	HUXYBQXJVXOMKX-UHFFFAOYSA-N	BRD-K64800655	CDK1
CDK inhibitor	PHA-848125	RXZMYLDMFYNEIM-UHFFFAOYSA-N	BRD-K60997853	CDK2
CDK inhibitor	PHA-848125	RXZMYLDMFYNEIM-UHFFFAOYSA-N	BRD-K60997853	CDK4
CDK inhibitor	PHA-848125	RXZMYLDMFYNEIM-UHFFFAOYSA-N	BRD-K60997853	NTRK1
CDK inhibitor	PHA-848125	RXZMYLDMFYNEIM-UHFFFAOYSA-N	BRD-K60997853	CDK1
CDK inhibitor	purvalanol-a	PMXCMJLOPOFPBT-HNNXBMFYSA-N	BRD-K50836978	CDK2
CDK inhibitor	purvalanol-a	PMXCMJLOPOFPBT-HNNXBMFYSA-N	BRD-K50836978	CDK4
CDK inhibitor	purvalanol-a	PMXCMJLOPOFPBT-HNNXBMFYSA-N	BRD-K50836978	CDK5
CDK inhibitor	purvalanol-a	PMXCMJLOPOFPBT-HNNXBMFYSA-N	BRD-K50836978	CDK1
CDK inhibitor	roscovitine	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	BRD-K07691486	CDK2
CDK inhibitor	roscovitine	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	BRD-K07691486	CDK7
CDK inhibitor	roscovitine	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	BRD-K07691486	CDK9
CDK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	CDK2
CDK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	CDK7
CDK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	CDK9
